token,kind,render_bucket,baseline_line,manuscript_section,source_anchor,baseline_excerpt_norm,baseline_excerpt_sha256,resolution,reason,claim_ids
0,int_small,COMMENTED,1981,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{The candidate set contains standard LightGBM, a custom-objective implementation control with $\rho=0$, and th",79349e873244afa8d9aeb4197b216c730f423288f4324f44afa28d50ed434a0b,NOT_RENDERED,COMMENTED,
50,int_small,COMMENTED,1983,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{For each positive-penalty family, we evaluate 50 geometrically spaced values between $0.1$ and $100$.}",3edfa12e318c7e6d125964f2b0c5f376fc75115439bc26115159b2e4e2e5022c,NOT_RENDERED,COMMENTED,
0.1,decimal,COMMENTED,1983,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{For each positive-penalty family, we evaluate 50 geometrically spaced values between $0.1$ and $100$.}",3edfa12e318c7e6d125964f2b0c5f376fc75115439bc26115159b2e4e2e5022c,NOT_RENDERED,COMMENTED,
100,int_mid,COMMENTED,1983,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{For each positive-penalty family, we evaluate 50 geometrically spaced values between $0.1$ and $100$.}",3edfa12e318c7e6d125964f2b0c5f376fc75115439bc26115159b2e4e2e5022c,NOT_RENDERED,COMMENTED,
50,int_small,ACTIVE,1984,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,\latesttext{Each family was first evaluated on 50 geometrically spaced positive values from $0.1$ to $100$. The initial ,12a9f51e64e0f4f661974967bdf23ae40ff08f51ebfadafce1e2adca523bdafd,ALLOWLISTED,DESIGN_CONSTANT,
32,int_small,ACTIVE,1984,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,\latesttext{Each family was first evaluated on 50 geometrically spaced positive values from $0.1$ to $100$. The initial ,12a9f51e64e0f4f661974967bdf23ae40ff08f51ebfadafce1e2adca523bdafd,ALLOWLISTED,DESIGN_CONSTANT,
82,int_small,ACTIVE,1984,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,\latesttext{Each family was first evaluated on 50 geometrically spaced positive values from $0.1$ to $100$. The initial ,12a9f51e64e0f4f661974967bdf23ae40ff08f51ebfadafce1e2adca523bdafd,ALLOWLISTED,DESIGN_CONSTANT,
994,int_mid,ACTIVE,1986,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,values are not interpreted as comparable magnitudes. The LightGBM hyperparameters were tuned on the same seven chronolog,1dffc8cb561ab073d2ad3a76cec1208140e3404c9d9b88d293465c8f9d8f63d0,SOURCED,,N-design-n_estimators
2025,year_like,ACTIVE,1986,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,values are not interpreted as comparable magnitudes. The LightGBM hyperparameters were tuned on the same seven chronolog,1dffc8cb561ab073d2ad3a76cec1208140e3404c9d9b88d293465c8f9d8f63d0,ALLOWLISTED,DESIGN_CONSTANT,
2025,year_like,ACTIVE,1998,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"\latesttext{The full regularization paths are the primary empirical objects. For operational interpretability, we additi",8d7180259e8d8fddbfb057951dfd69dd243428d8d9a292d8d34db16caea29dd5,ALLOWLISTED,DESIGN_CONSTANT,
0,int_small,COMMENTED,2000,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{For compact main-text displays only, we use a small set of \emph{prespecified display anchors}: $\rho=0$ toge",b3a65a834d36072883289c07272c980f1e8394882528070b431b726313cd94a8,NOT_RENDERED,COMMENTED,
0.1,decimal,COMMENTED,2000,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{For compact main-text displays only, we use a small set of \emph{prespecified display anchors}: $\rho=0$ toge",b3a65a834d36072883289c07272c980f1e8394882528070b431b726313cd94a8,NOT_RENDERED,COMMENTED,
1,int_small,COMMENTED,2000,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{For compact main-text displays only, we use a small set of \emph{prespecified display anchors}: $\rho=0$ toge",b3a65a834d36072883289c07272c980f1e8394882528070b431b726313cd94a8,NOT_RENDERED,COMMENTED,
10,int_small,COMMENTED,2000,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{For compact main-text displays only, we use a small set of \emph{prespecified display anchors}: $\rho=0$ toge",b3a65a834d36072883289c07272c980f1e8394882528070b431b726313cd94a8,NOT_RENDERED,COMMENTED,
100,int_mid,COMMENTED,2000,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{For compact main-text displays only, we use a small set of \emph{prespecified display anchors}: $\rho=0$ toge",b3a65a834d36072883289c07272c980f1e8394882528070b431b726313cd94a8,NOT_RENDERED,COMMENTED,
0.1,decimal,COMMENTED,2001,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{For compact main-text tables, we use the positive grid points nearest $0.1$, $1$, $10$, and $100$ as prespeci",3f8aca451086184a2ba8ffd924143594e1758a9742b7b162ec90eff695a0e898,NOT_RENDERED,COMMENTED,
1,int_small,COMMENTED,2001,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{For compact main-text tables, we use the positive grid points nearest $0.1$, $1$, $10$, and $100$ as prespeci",3f8aca451086184a2ba8ffd924143594e1758a9742b7b162ec90eff695a0e898,NOT_RENDERED,COMMENTED,
10,int_small,COMMENTED,2001,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{For compact main-text tables, we use the positive grid points nearest $0.1$, $1$, $10$, and $100$ as prespeci",3f8aca451086184a2ba8ffd924143594e1758a9742b7b162ec90eff695a0e898,NOT_RENDERED,COMMENTED,
100,int_mid,COMMENTED,2001,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"% \oldtext{For compact main-text tables, we use the positive grid points nearest $0.1$, $1$, $10$, and $100$ as prespeci",3f8aca451086184a2ba8ffd924143594e1758a9742b7b162ec90eff695a0e898,NOT_RENDERED,COMMENTED,
82,int_small,ACTIVE,2002,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"\latesttext{For compact presentation, we use five nominal decade-spaced positive display anchors, $\rho\in\{0.01,0.1,1,1",6ea3b691ffd3d8a28f166e58bd1df79fc029f9bd06ffab090e18967b7d0d80f7,ALLOWLISTED,DESIGN_CONSTANT,
50,int_small,SUPPRESSED,2003,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,\oldtext{All 50 positive values per family remain in the path figures and machine-readable result table.},0d94711221f9805ddf7b008b2741c9b682cd1603f037d3a4653d9d87c908e07e,NOT_RENDERED,SUPPRESSED,
82,int_small,ACTIVE,2004,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,\latesttext{All 82 positive values per family remain in the final path figures and machine-readable result table.},462b3007dc88de3a3d9e9114c408a13187af1304ca0c72d4ad5bec8a85bec1ee,ALLOWLISTED,DESIGN_CONSTANT,
2025,year_like,SUPPRESSED,2007,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"\oldtext{Display-anchor refresh: before compilation, extract the four new nominal-$0.01$ rows (Direct/Surrogate on held-",d63d0d1c3cbc69607056cb354bc71c6e10ed24b44967f082d344d26e4a3fdd9d,NOT_RENDERED,SUPPRESSED,
"344,607",int_ge_1000,ACTIVE,2011,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"344,607-sale development pool and evaluated on the 38,290-sale held-out sample. For",4beec50858c4f401d6d58de888d8de4981cf4705075fbea709b8247893281f97,SOURCED,,N-design-n-development
"38,290",int_ge_1000,ACTIVE,2011,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"344,607-sale development pool and evaluated on the 38,290-sale held-out sample. For",4beec50858c4f401d6d58de888d8de4981cf4705075fbea709b8247893281f97,SOURCED,,N-design-n-heldout
2025,year_like,ACTIVE,2012,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"the 2025 forward evaluation, the same configuration is refit on all 382,897 eligible",a36a715bdcf33f35c2f0b1818450e4d6412c9049cd71b0cd7eefa12309407e02,ALLOWLISTED,DESIGN_CONSTANT,
"382,897",int_ge_1000,ACTIVE,2012,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"the 2025 forward evaluation, the same configuration is refit on all 382,897 eligible",a36a715bdcf33f35c2f0b1818450e4d6412c9049cd71b0cd7eefa12309407e02,SOURCED,,N-design-n-production_2016_2024
2016,year_like,ACTIVE,2013,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"2016--2024 sales and evaluated on the 26,641-sale 2025 sample. \oldtext{These held-out and forward paths are descriptive",a037d14f9f50222a231d3f5e5197482ded8e3e1811c6b652e007155456484886,ALLOWLISTED,DESIGN_CONSTANT,
2024,year_like,ACTIVE,2013,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"2016--2024 sales and evaluated on the 26,641-sale 2025 sample. \oldtext{These held-out and forward paths are descriptive",a037d14f9f50222a231d3f5e5197482ded8e3e1811c6b652e007155456484886,ALLOWLISTED,DESIGN_CONSTANT,
"26,641",int_ge_1000,ACTIVE,2013,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"2016--2024 sales and evaluated on the 26,641-sale 2025 sample. \oldtext{These held-out and forward paths are descriptive",a037d14f9f50222a231d3f5e5197482ded8e3e1811c6b652e007155456484886,SOURCED,,N-design-n-forward_2025
2025,year_like,ACTIVE,2013,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"2016--2024 sales and evaluated on the 26,641-sale 2025 sample. \oldtext{These held-out and forward paths are descriptive",a037d14f9f50222a231d3f5e5197482ded8e3e1811c6b652e007155456484886,ALLOWLISTED,DESIGN_CONSTANT,
2025,year_like,SUPPRESSED,2013,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"2016--2024 sales and evaluated on the 26,641-sale 2025 sample. \oldtext{These held-out and forward paths are descriptive",a037d14f9f50222a231d3f5e5197482ded8e3e1811c6b652e007155456484886,NOT_RENDERED,SUPPRESSED,
2025,year_like,ACTIVE,2014,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,"\latesttext{These held-out and forward paths are descriptive. For the v2 lower-tail extension, the augmented grid and it",9c203be70096fa761a969d00e91e27e353b3d62746d49c0205a4018f7b186da8,ALLOWLISTED,DESIGN_CONSTANT,
30,int_small,ACTIVE,2019,subsection: Temporal Validation and Regularization-Path Design,subsec:path_design,30 equal-count sale-price bins and we plot the median valuation ratio in each bin,1619c2c77bfdd3253849f5653f7a58fc571166f4b4d5b674cda5d230b14ef4b7,ALLOWLISTED,DESIGN_CONSTANT,
90,int_small,ACTIVE,2034,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"Development / CV & Oldest 90\% of eligible 2016--2024 sales: 344,607, through 2023-11-09 \\",6592e8d248a9fdaa507e6ab7479a72505b4c28153fb2f3cba71927616377afe9,ALLOWLISTED,DESIGN_CONSTANT,
2016,year_like,ACTIVE,2034,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"Development / CV & Oldest 90\% of eligible 2016--2024 sales: 344,607, through 2023-11-09 \\",6592e8d248a9fdaa507e6ab7479a72505b4c28153fb2f3cba71927616377afe9,ALLOWLISTED,DESIGN_CONSTANT,
2024,year_like,ACTIVE,2034,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"Development / CV & Oldest 90\% of eligible 2016--2024 sales: 344,607, through 2023-11-09 \\",6592e8d248a9fdaa507e6ab7479a72505b4c28153fb2f3cba71927616377afe9,ALLOWLISTED,DESIGN_CONSTANT,
"344,607",int_ge_1000,ACTIVE,2034,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"Development / CV & Oldest 90\% of eligible 2016--2024 sales: 344,607, through 2023-11-09 \\",6592e8d248a9fdaa507e6ab7479a72505b4c28153fb2f3cba71927616377afe9,SOURCED,,N-design-n-development
2023-11-09,date,ACTIVE,2034,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"Development / CV & Oldest 90\% of eligible 2016--2024 sales: 344,607, through 2023-11-09 \\",6592e8d248a9fdaa507e6ab7479a72505b4c28153fb2f3cba71927616377afe9,ALLOWLISTED,DESIGN_CONSTANT,
10,int_small,ACTIVE,2035,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"Primary held-out evaluation & Newest 10\%: 38,290 sales, 2023-11-09--2024-12-31 \\",f6f27ba219c472a79833f291faf88e35b80c8029774ab8a46e04bd6028f84f10,ALLOWLISTED,DESIGN_CONSTANT,
"38,290",int_ge_1000,ACTIVE,2035,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"Primary held-out evaluation & Newest 10\%: 38,290 sales, 2023-11-09--2024-12-31 \\",f6f27ba219c472a79833f291faf88e35b80c8029774ab8a46e04bd6028f84f10,SOURCED,,N-design-n-heldout
2023-11-09,date,ACTIVE,2035,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"Primary held-out evaluation & Newest 10\%: 38,290 sales, 2023-11-09--2024-12-31 \\",f6f27ba219c472a79833f291faf88e35b80c8029774ab8a46e04bd6028f84f10,ALLOWLISTED,DESIGN_CONSTANT,
2024-12-31,date,ACTIVE,2035,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"Primary held-out evaluation & Newest 10\%: 38,290 sales, 2023-11-09--2024-12-31 \\",f6f27ba219c472a79833f291faf88e35b80c8029774ab8a46e04bd6028f84f10,ALLOWLISTED,DESIGN_CONSTANT,
2016,year_like,ACTIVE,2036,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"\newtext{Full 2016--2024 refit sample} & 382,897 eligible 2016--2024 sales \\",37a0410570e941d4866d63aefa0829bbb0f09565a4f108ff9a58d696d6cb7f68,ALLOWLISTED,DESIGN_CONSTANT,
2024,year_like,ACTIVE,2036,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"\newtext{Full 2016--2024 refit sample} & 382,897 eligible 2016--2024 sales \\",37a0410570e941d4866d63aefa0829bbb0f09565a4f108ff9a58d696d6cb7f68,ALLOWLISTED,DESIGN_CONSTANT,
"382,897",int_ge_1000,ACTIVE,2036,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"\newtext{Full 2016--2024 refit sample} & 382,897 eligible 2016--2024 sales \\",37a0410570e941d4866d63aefa0829bbb0f09565a4f108ff9a58d696d6cb7f68,SOURCED,,N-design-n-production_2016_2024
2016,year_like,ACTIVE,2036,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"\newtext{Full 2016--2024 refit sample} & 382,897 eligible 2016--2024 sales \\",37a0410570e941d4866d63aefa0829bbb0f09565a4f108ff9a58d696d6cb7f68,ALLOWLISTED,DESIGN_CONSTANT,
2024,year_like,ACTIVE,2036,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"\newtext{Full 2016--2024 refit sample} & 382,897 eligible 2016--2024 sales \\",37a0410570e941d4866d63aefa0829bbb0f09565a4f108ff9a58d696d6cb7f68,ALLOWLISTED,DESIGN_CONSTANT,
2025,year_like,ACTIVE,2037,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"2025 forward evaluation & 26,641 sales, 2025-01-01--2025-12-29 \\",59934f272f965b4a9d7632e7cb38dc670935b1e73f1f18f8eadabd4d2206985b,ALLOWLISTED,DESIGN_CONSTANT,
"26,641",int_ge_1000,ACTIVE,2037,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"2025 forward evaluation & 26,641 sales, 2025-01-01--2025-12-29 \\",59934f272f965b4a9d7632e7cb38dc670935b1e73f1f18f8eadabd4d2206985b,SOURCED,,N-design-n-forward_2025
2025-01-01,date,ACTIVE,2037,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"2025 forward evaluation & 26,641 sales, 2025-01-01--2025-12-29 \\",59934f272f965b4a9d7632e7cb38dc670935b1e73f1f18f8eadabd4d2206985b,ALLOWLISTED,DESIGN_CONSTANT,
2025-12-29,date,ACTIVE,2037,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"2025 forward evaluation & 26,641 sales, 2025-01-01--2025-12-29 \\",59934f272f965b4a9d7632e7cb38dc670935b1e73f1f18f8eadabd4d2206985b,ALLOWLISTED,DESIGN_CONSTANT,
95,int_small,ACTIVE,2038,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,Predictors & 95 total; 23 categorical \\,a996f322452978e69515c327fe001df36c267064c0713ba4ef167eea02e433bd,ALLOWLISTED,DESIGN_CONSTANT,
23,int_small,ACTIVE,2038,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,Predictors & 95 total; 23 categorical \\,a996f322452978e69515c327fe001df36c267064c0713ba4ef167eea02e433bd,ALLOWLISTED,DESIGN_CONSTANT,
10,int_small,ACTIVE,2039,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,Validation & Seven expanding-window rolling-origin folds; newest 10\% validates \\,b3e5da45c1fb81bcb34ab3cf31226b8e4e0491ad53e1813f92f8d8bd397c1f00,ALLOWLISTED,DESIGN_CONSTANT,
994,int_mid,ACTIVE,2040,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,Base nonlinear learner & LightGBM on log sale price; 994 trees; hyperparameters frozen before the penalty sweep \\,3b3c577123a361e94971ea0ddf33e43b77218244b4eebc00007b53ebf2490259,SOURCED,,N-design-n_estimators
82,int_small,ACTIVE,2042,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"Penalty path & \latesttext{82 positive values per family: original 50-point $[0.1,100]$ path plus a 32-point lower-tail ",51a533dc6904d7512f4096feca1c7c430edaee133fcd7b6ba0bbc643fe8c0bf8,ALLOWLISTED,DESIGN_CONSTANT,
50,int_small,ACTIVE,2042,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"Penalty path & \latesttext{82 positive values per family: original 50-point $[0.1,100]$ path plus a 32-point lower-tail ",51a533dc6904d7512f4096feca1c7c430edaee133fcd7b6ba0bbc643fe8c0bf8,ALLOWLISTED,DESIGN_CONSTANT,
32,int_small,ACTIVE,2042,subsection: Temporal Validation and Regularization-Path Design,tab:ccao_design,"Penalty path & \latesttext{82 positive values per family: original 50-point $[0.1,100]$ path plus a 32-point lower-tail ",51a533dc6904d7512f4096feca1c7c430edaee133fcd7b6ba0bbc643fe8c0bf8,ALLOWLISTED,DESIGN_CONSTANT,
0,int_small,COMMENTED,2062,subsection: Models and Comparisons,subsec:comparators,% \textcolor{blue}{\sout{A custom-objective fit at $\rho=0$ is also needed because LightGBM initialization and training ,f23f5cff53688d4defd8321ac8dbe684bd42468277d46578dc3cfac75d710c31,NOT_RENDERED,COMMENTED,
0,int_small,COMMENTED,2064,subsection: Models and Comparisons,subsec:comparators,% \oldtext{The final comparison also includes a custom-objective fit at $\rho=0$. This implementation control separates ,44ca0f84e7130fd22cb8f6163bb145040694535b2b07fa46b4c4d91205c39d71,NOT_RENDERED,COMMENTED,
"1,231,194",int_ge_1000,IFFALSE,2085,subsection: Exploratory Six-County ATTOM Benchmark,subsec:attom_design,"We also run a common ATTOM-derived pipeline in Cook County, IL; Allegheny County, PA; Maricopa County, AZ; King County, ",e47db1a3c1353e5f963bf78bfbcf0714729cb42254bd3179ae3c807129a19c31,NOT_RENDERED,IFFALSE,
"246,241",int_ge_1000,IFFALSE,2085,subsection: Exploratory Six-County ATTOM Benchmark,subsec:attom_design,"We also run a common ATTOM-derived pipeline in Cook County, IL; Allegheny County, PA; Maricopa County, AZ; King County, ",e47db1a3c1353e5f963bf78bfbcf0714729cb42254bd3179ae3c807129a19c31,NOT_RENDERED,IFFALSE,
20,int_small,IFFALSE,2088,subsection: Exploratory Six-County ATTOM Benchmark,subsec:attom_design,"% \oldtext{For each county, eligible recorder transfers are joined to the most recent assessor-history record available ",6a9b69ecfc1471415cc21dc88beef9453ebc368c8d61be68062d8de6f87227c6,NOT_RENDERED,IFFALSE,
0,int_small,IFFALSE,2088,subsection: Exploratory Six-County ATTOM Benchmark,subsec:attom_design,"% \oldtext{For each county, eligible recorder transfers are joined to the most recent assessor-history record available ",6a9b69ecfc1471415cc21dc88beef9453ebc368c8d61be68062d8de6f87227c6,NOT_RENDERED,IFFALSE,
20,int_small,IFFALSE,2090,subsection: Exploratory Six-County ATTOM Benchmark,subsec:attom_design,"\oldtext{For each county, eligible recorder transfers are joined to the most recent assessor-history record available be",9e0dc0364566dbc52ef694d313aea904a6f14bea38d9bc1d37a8c96bd108874b,NOT_RENDERED,IFFALSE,
20,int_small,IFFALSE,2091,subsection: Exploratory Six-County ATTOM Benchmark,subsec:attom_design,"\oldtext{For each county, eligible recorder transfers are joined to the most recent assessor-history record available be",9e0dc0364566dbc52ef694d313aea904a6f14bea38d9bc1d37a8c96bd108874b,NOT_RENDERED,IFFALSE,
20,int_small,IFFALSE,2092,subsection: Exploratory Six-County ATTOM Benchmark,subsec:attom_design,"\newtext{For each county, eligible recorder transfers are joined to the most recent assessor-history record available be",e3deca7c6e9ccfeb2000458d1d80d0ccf3e5271dd28790fa9a261154e4142531,NOT_RENDERED,IFFALSE,
0,int_small,COMMENTED,2103,section: Results,sec:results,% \oldtext{The primary CCAO Results below report three additions to the complete pre-selection analysis: the split-speci,6cfee91f8695fb6ad0319d6a0571319989dc687a9f53497b529dce023d760533,NOT_RENDERED,COMMENTED,
2025,year_like,COMMENTED,2103,section: Results,sec:results,% \oldtext{The primary CCAO Results below report three additions to the complete pre-selection analysis: the split-speci,6cfee91f8695fb6ad0319d6a0571319989dc687a9f53497b529dce023d760533,NOT_RENDERED,COMMENTED,
0,int_small,COMMENTED,2105,section: Results,sec:results,% \oldtext{The primary CCAO Results report the complete Direct and Surrogate regularization paths together with three co,6d3c8a09039535866b5e76add954df25d88181916ebf5ef665e0b828452aaad7,NOT_RENDERED,COMMENTED,
2025,year_like,COMMENTED,2105,section: Results,sec:results,% \oldtext{The primary CCAO Results report the complete Direct and Surrogate regularization paths together with three co,6d3c8a09039535866b5e76add954df25d88181916ebf5ef665e0b828452aaad7,NOT_RENDERED,COMMENTED,
0,int_small,COMMENTED,2106,section: Results,sec:results,% \oldtext{The primary CCAO Results report the complete Direct and Surrogate regularization paths together with two comp,94d17330a3db119524b3e5aaed771114f445c80fe3aef62b383448f6f0f7a9dc,NOT_RENDERED,COMMENTED,
2025,year_like,COMMENTED,2106,section: Results,sec:results,% \oldtext{The primary CCAO Results report the complete Direct and Surrogate regularization paths together with two comp,94d17330a3db119524b3e5aaed771114f445c80fe3aef62b383448f6f0f7a9dc,NOT_RENDERED,COMMENTED,
2025,year_like,COMMENTED,2107,section: Results,sec:results,% \oldtext{The primary CCAO Results report the complete Direct and Surrogate regularization paths together with the fixe,39f72b3354e855049752030787a9d4d8aebfc3334a0bdc99aba42450d8c2de71,NOT_RENDERED,COMMENTED,
2025,year_like,COMMENTED,2108,section: Results,sec:results,% \oldtext{The primary CCAO Results report the complete Direct and Surrogate regularization paths together with the fixe,39f72b3354e855049752030787a9d4d8aebfc3334a0bdc99aba42450d8c2de71,NOT_RENDERED,COMMENTED,
2025,year_like,ACTIVE,2109,section: Results,sec:results,\latesttext{The primary CCAO Results report the complete Direct and Surrogate regularization paths together with the fix,eb569b5171860c8eff1e002ca23112352db2277001820e7903cb0093ce789c1f,ALLOWLISTED,DESIGN_CONSTANT,
2025,year_like,ACTIVE,2120,subsection: Accuracy Alone Does Not Remove the CCAO Ratio Trend,subsec:ccao_baseline_results,comparison on the held-out and 2025 forward samples. Those baseline artifacts are,efafbc404c77451fef3736968a35a23dff06ffa9974bcdf98528991ebe8b64ac,ALLOWLISTED,DESIGN_CONSTANT,
2,int_small,ACTIVE,2121,subsection: Accuracy Alone Does Not Remove the CCAO Ratio Trend,subsec:ccao_baseline_results,regenerated under the corrected metric code and the frozen Section-2 LightGBM,304896329a507ba9e38363f620e150f4b2974c8363b379470586789491e4785d,ALLOWLISTED,MATH_CONSTANT,
0,int_small,COMMENTED,2127,subsection: Accuracy Alone Does Not Remove the CCAO Ratio Trend,subsec:ccao_baseline_results,% \oldtext{A dedicated main-text subsection and table previously reported the $\rho=0$ native/custom implementation chec,9c16acf74f45af373958a242a2e49d1c6d1def0c5fffb8140a744417ce5e17e0,NOT_RENDERED,COMMENTED,
82,int_small,COMMENTED,2143,subsection: What the Final Augmented Regularization Paths Show,subsec:path_results,% \oldtext{Table~\ref{tab:path_anchor_summary} is the compact main-text view. It uses only the prespecified display anch,036830373a671ba87ae6dfc87159172d4b39760746e6d13e620b8a7b2690072c,NOT_RENDERED,COMMENTED,
82,int_small,COMMENTED,2144,subsection: What the Final Augmented Regularization Paths Show,subsec:path_results,% \oldtext{Table~\ref{tab:path_anchor_summary} is the compact main-text view of prediction and assessor-facing vertical ,7249d363fbe61c3fce1a39fea128dc885244b9d764a24e57812ed5d6bf99b655,NOT_RENDERED,COMMENTED,
82,int_small,ACTIVE,2145,subsection: What the Final Augmented Regularization Paths Show,subsec:path_results,\latesttext{Table~\ref{tab:path_anchor_summary} is the compact main-text view of prediction and assessor-facing vertical,8385bffa232dfbefee4062d3f3d64806f10c67fc4183dceb730fea1766b33ecb,ALLOWLISTED,DESIGN_CONSTANT,
2,int_small,COMMENTED,2155,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% Family & $\rho$ & $R^2_P$ & MAE & PRD & PRB & MKI & VEI & $\beta_{\log}$ & dCor \\,ece439d0cff80513ee7686f6bd0a637caa87a68adfd6969aadc5b08bf1b83b38,NOT_RENDERED,COMMENTED,
0.894,decimal,COMMENTED,2158,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Ordinary LightGBM & -- & 0.894 & \$75,655 & 1.069 & -0.091 & 0.923 & -26.5\% & -0.150 & 0.387 \\",b77e875c275af9049138bbccff3a0d0181da9b31e33f947925d39ec0477bcd63,NOT_RENDERED,COMMENTED,
"75,655",int_ge_1000,COMMENTED,2158,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Ordinary LightGBM & -- & 0.894 & \$75,655 & 1.069 & -0.091 & 0.923 & -26.5\% & -0.150 & 0.387 \\",b77e875c275af9049138bbccff3a0d0181da9b31e33f947925d39ec0477bcd63,NOT_RENDERED,COMMENTED,
1.069,decimal,COMMENTED,2158,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Ordinary LightGBM & -- & 0.894 & \$75,655 & 1.069 & -0.091 & 0.923 & -26.5\% & -0.150 & 0.387 \\",b77e875c275af9049138bbccff3a0d0181da9b31e33f947925d39ec0477bcd63,NOT_RENDERED,COMMENTED,
0.091,decimal,COMMENTED,2158,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Ordinary LightGBM & -- & 0.894 & \$75,655 & 1.069 & -0.091 & 0.923 & -26.5\% & -0.150 & 0.387 \\",b77e875c275af9049138bbccff3a0d0181da9b31e33f947925d39ec0477bcd63,NOT_RENDERED,COMMENTED,
0.923,decimal,COMMENTED,2158,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Ordinary LightGBM & -- & 0.894 & \$75,655 & 1.069 & -0.091 & 0.923 & -26.5\% & -0.150 & 0.387 \\",b77e875c275af9049138bbccff3a0d0181da9b31e33f947925d39ec0477bcd63,NOT_RENDERED,COMMENTED,
26.5,decimal,COMMENTED,2158,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Ordinary LightGBM & -- & 0.894 & \$75,655 & 1.069 & -0.091 & 0.923 & -26.5\% & -0.150 & 0.387 \\",b77e875c275af9049138bbccff3a0d0181da9b31e33f947925d39ec0477bcd63,NOT_RENDERED,COMMENTED,
