realization_key,evaluation,metric,fast,canonical,rel_diff
fit:LGBMRegressor:252a25d9c0ce796b,fold_2,COV,0.35527366825448264,0.35527366825448264,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_2,PRD,1.0663672551822918,1.0663672551822918,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_2,PRB,-0.077606728159799,-0.077606728159799,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_2,MKI,0.9506952138561479,0.9506952138561479,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_2,VEI,-28.31754944130983,-28.31754944130983,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_2,beta_log,-0.11690969526667332,-0.11690969526667332,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_2,Cov_log_residual_log_price,-0.07651267929266681,-0.07651267929266681,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_2,dCor_e_y,0.3796694663804713,0.3796694663804713,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,R2_price,0.910393501412619,0.910393501412619,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,MAE_price,52658.71163351838,52658.71163351838,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,MAPE,0.2085039347542332,0.2085039347542332,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,median_ratio,0.9747670864053808,0.9747670864053808,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,mean_ratio,1.0305127416567685,1.0305127416567685,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,weighted_mean_ratio,0.9704438651050113,0.9704438651050113,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,COD,21.238774722653794,21.238774722653794,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,COV,0.32722349181813365,0.32722349181813365,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,PRD,1.0618983526113148,1.0618983526113148,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,PRB,-0.07835421562092916,-0.07835421562092916,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,MKI,0.9428829381415119,0.9428829381415119,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,VEI,-23.956537334358284,-23.956537334358284,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,beta_log,-0.12485660096627671,-0.12485660096627671,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,Cov_log_residual_log_price,-0.07164079019407651,-0.07164079019407651,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_3,dCor_e_y,0.3713144773801262,0.3713144773801262,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,R2_price,0.9023896649045258,0.9023896649045258,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,MAE_price,56050.754828555546,56050.754828555546,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,MAPE,0.19770464589616574,0.19770464589616574,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,median_ratio,0.9485783226027364,0.9485783226027364,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,mean_ratio,0.9958239170316551,0.9958239170316551,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,weighted_mean_ratio,0.9451359869445007,0.9451359869445007,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,COD,20.16533489453133,20.16533489453133,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,COV,0.34050544598719334,0.34050544598719334,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,PRD,1.0536303037735573,1.0536303037735573,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,PRB,-0.07093137486308398,-0.07093137486308398,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,MKI,0.9448326882149598,0.9448326882149598,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,VEI,-15.016204528154734,-15.016204528154734,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,beta_log,-0.12140399497128182,-0.12140399497128182,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,Cov_log_residual_log_price,-0.05872141963625653,-0.05872141963625653,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_4,dCor_e_y,0.33585545753829055,0.33585545753829055,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,R2_price,0.8865714718074089,0.8865714718074089,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,MAE_price,62884.97521538798,62884.97521538798,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,MAPE,0.20314954902640578,0.20314954902640578,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,median_ratio,0.9674367887848467,0.9674367887848467,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,mean_ratio,1.0187184962414295,1.0187184962414295,0.0
