realization_key,evaluation,evaluation_role,guidance_status,adopted_reference,ed2_source_sha256,display_kind,reference_cell,family,role_label,j,ext_target,target,rho,b,attained,match_mode,max_achieved_dev_correction,config_id,source,n,n_groups,sample_median_ratio,VEI_step5,first_pg_n,last_pg_n,first_pg_median,last_pg_median,first_pg_ci_lo,first_pg_ci_hi,last_pg_ci_lo,last_pg_ci_hi,first_pg_ci_j,last_pg_ci_j,first_pg_ci_ranks,last_pg_ci_ranks,first_pg_n_parity,last_pg_n_parity,ci_rank_clamped,ci_method,ci_level,ed2_band_pct,step5_gate,step5_verdict,step6_result,step6_verdict,VEI_significance_step7,step7_outcome,step7_verdict,ed2_verdict,ed2_boundary_exact,canonical_vei_fn,step5_minus_canonical,frozen_VEI_value,frozen_minus_recomputed,first_pg_bootstrap_ci_lo_sensitivity,first_pg_bootstrap_ci_hi_sensitivity,last_pg_bootstrap_ci_lo_sensitivity,last_pg_bootstrap_ci_hi_sensitivity
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_1,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=0/9d3e01b9e2dc2c03.parquet,5209.0,10.0,0.9586238685128134,-29.66023178425817,521.0,520.0,1.2405322628199997,0.956202201479877,1.1945244609881018,1.2955998478218897,0.9416342570122256,0.9697154204550478,19.0,20.0,242|280,241|280,odd,even,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,23.4512250234096,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-29.66023178425817,0.0,-29.66023178425817,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_1,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=0/9d3e01b9e2dc2c03.parquet,5209.0,10.0,0.9586238685128134,-29.66023178425817,521.0,520.0,1.2405322628199997,0.956202201479877,1.1945244609881018,1.2955998478218897,0.9416342570122256,0.9697154204550478,19.0,20.0,242|280,241|280,odd,even,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,23.4512250234096,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-29.66023178425817,0.0,-29.66023178425817,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_2,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=1/f6d5990c8c05e8f7.parquet,11197.0,10.0,0.9766275799274027,-28.40536451509306,1120.0,1119.0,1.2383882619825313,0.9609736379492207,1.2034463871349483,1.2780209113052894,0.9502954757087164,0.9726460581600811,29.0,28.0,532|589,532|588,even,odd,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,23.63237878168705,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-28.40536451509306,0.0,-28.40536451509306,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_2,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=1/f6d5990c8c05e8f7.parquet,11197.0,10.0,0.9766275799274027,-28.40536451509306,1120.0,1119.0,1.2383882619825313,0.9609736379492207,1.2034463871349483,1.2780209113052894,0.9502954757087164,0.9726460581600811,29.0,28.0,532|589,532|588,even,odd,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,23.63237878168705,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-28.40536451509306,0.0,-28.40536451509306,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_3,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=2/d86ad432fcd86ed4.parquet,16798.0,10.0,0.9743796964628841,-24.59158471805368,1680.0,1679.0,1.2090512884683955,0.969435879937211,1.173583634441495,1.233061994222962,0.9608474724685959,0.978394168021057,35.0,34.0,806|875,806|874,even,odd,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,20.032177099851236,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-24.59158471805368,0.0,-24.59158471805368,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_3,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=2/d86ad432fcd86ed4.parquet,16798.0,10.0,0.9743796964628841,-24.59158471805368,1680.0,1679.0,1.2090512884683955,0.969435879937211,1.173583634441495,1.233061994222962,0.9608474724685959,0.978394168021057,35.0,34.0,806|875,806|874,even,odd,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,20.032177099851236,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-24.59158471805368,0.0,-24.59158471805368,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_4,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=3/14ac898e55a1912f.parquet,22323.0,10.0,0.9459696013131542,-15.326001127773674,2233.0,2232.0,1.0938501704418262,0.948870858676176,1.0713868374768325,1.1171275239331673,0.9422480025131027,0.9542533057728766,39.0,40.0,1078|1156,1077|1156,odd,even,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,12.382377989880032,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-15.326001127773674,0.0,-15.326001127773674,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_4,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=3/14ac898e55a1912f.parquet,22323.0,10.0,0.9459696013131542,-15.326001127773674,2233.0,2232.0,1.0938501704418262,0.948870858676176,1.0713868374768325,1.1171275239331673,0.9422480025131027,0.9542533057728766,39.0,40.0,1078|1156,1077|1156,odd,even,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,12.382377989880032,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-15.326001127773674,0.0,-15.326001127773674,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_5,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=4/7ecaa45076f922f6.parquet,28053.0,10.0,0.9674282648872008,-21.47164884502159,2806.0,2805.0,1.1637638427763155,0.9560410429122504,1.148606690309726,1.1824536094064897,0.9502983623630172,0.9613930948131728,45.0,44.0,1359|1448,1359|1447,even,odd,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,19.351677255200084,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-21.47164884502159,0.0,-21.47164884502159,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_5,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=4/7ecaa45076f922f6.parquet,28053.0,10.0,0.9674282648872008,-21.47164884502159,2806.0,2805.0,1.1637638427763155,0.9560410429122504,1.148606690309726,1.1824536094064897,0.9502983623630172,0.9613930948131728,45.0,44.0,1359|1448,1359|1447,even,odd,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,19.351677255200084,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-21.47164884502159,0.0,-21.47164884502159,0.0,,,,
