realization_key,evaluation,evaluation_role,guidance_status,adopted_reference,ed2_source_sha256,display_kind,reference_cell,family,role_label,j,ext_target,target,rho,b,attained,match_mode,max_achieved_dev_correction,config_id,source,n,n_groups,sample_median_ratio,VEI_step5,first_pg_n,last_pg_n,first_pg_median,last_pg_median,first_pg_ci_lo,first_pg_ci_hi,last_pg_ci_lo,last_pg_ci_hi,first_pg_ci_j,last_pg_ci_j,first_pg_ci_ranks,last_pg_ci_ranks,first_pg_n_parity,last_pg_n_parity,ci_rank_clamped,ci_method,ci_level,ed2_band_pct,step5_gate,step5_verdict,step6_result,step6_verdict,VEI_significance_step7,step7_outcome,step7_verdict,ed2_verdict,ed2_boundary_exact,canonical_vei_fn,step5_minus_canonical,frozen_VEI_value,frozen_minus_recomputed,first_pg_bootstrap_ci_lo_sensitivity,first_pg_bootstrap_ci_hi_sensitivity,last_pg_bootstrap_ci_lo_sensitivity,last_pg_bootstrap_ci_hi_sensitivity
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_6,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=5/acebdcec841654f9.parquet,33113.0,10.0,0.9789919066088278,-32.33745484389421,3312.0,3311.0,1.2688155704636985,0.9522345047386899,1.2481115956451596,1.2906874037302853,0.9457210421766642,0.9566871040277076,48.0,48.0,1609|1704,1608|1704,even,odd,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,29.76781418213454,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-32.33745484389421,0.0,-32.33745484389421,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_6,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=5/acebdcec841654f9.parquet,33113.0,10.0,0.9789919066088278,-32.33745484389421,3312.0,3311.0,1.2688155704636985,0.9522345047386899,1.2481115956451596,1.2906874037302853,0.9457210421766642,0.9566871040277076,48.0,48.0,1609|1704,1608|1704,even,odd,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,29.76781418213454,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-32.33745484389421,0.0,-32.33745484389421,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_7,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=6/beb6c55f24e1f372.parquet,34460.0,10.0,0.9509775510716072,-35.53979317533932,3446.0,3446.0,1.2710703551948406,0.9330949004000846,1.2428222016508759,1.2941996306207453,0.9281429830959058,0.9378144885021676,49.0,49.0,1675|1772,1675|1772,even,even,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,32.07307184118183,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-35.53979317533932,0.0,-35.53979317533932,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,fold_7,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=6/beb6c55f24e1f372.parquet,34460.0,10.0,0.9509775510716072,-35.53979317533932,3446.0,3446.0,1.2710703551948406,0.9330949004000846,1.2428222016508759,1.2941996306207453,0.9281429830959058,0.9378144885021676,49.0,49.0,1675|1772,1675|1772,even,even,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,32.07307184118183,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-35.53979317533932,0.0,-35.53979317533932,0.0,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,pooled_oof,not_applicable,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,,1fb838f7d6bfda88,"ED2 App. D.2 is a rank-based order-statistic CI on distinct observations and has no row-balanced analogue; the pooled-OOF sample contains 20,988 unique rows twice, so the ED2 procedure is not applied there. No weighted variant was invented.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,pooled_oof,not_applicable,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,,1fb838f7d6bfda88,"ED2 App. D.2 is a rank-based order-statistic CI on distinct observations and has no row-balanced analogue; the pooled-OOF sample contains 20,988 unique rows twice, so the ED2 procedure is not applied there. No weighted variant was invented.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,heldout,standards_facing,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/reporting_preview/heldout/LGBCovPenalty/chunk_00/analysis/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/test_run_predictions/1fb838f7d6bfda88.parquet,38290.0,10.0,0.9275481846415189,-26.166623718966303,3829.0,3829.0,1.1470005663955987,0.9042925231083496,1.1271006597659166,1.1704696558110004,0.8994507072619561,0.9096325454221507,51.0,51.0,1864|1966,1864|1966,odd,odd,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,23.445478945960474,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-26.166623718966303,0.0,-26.166623718966303,0.0,1.1274520348925048,1.1692878057458933,0.8993991383896573,0.9096325454221507
fit:LGBCovPenalty:1fb838f7d6bfda88,heldout,standards_facing,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/reporting_preview/heldout/LGBCovPenalty/chunk_00/analysis/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/test_run_predictions/1fb838f7d6bfda88.parquet,38290.0,10.0,0.9275481846415189,-26.166623718966303,3829.0,3829.0,1.1470005663955987,0.9042925231083496,1.1271006597659166,1.1704696558110004,0.8994507072619561,0.9096325454221507,51.0,51.0,1864|1966,1864|1966,odd,odd,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,23.445478945960474,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-26.166623718966303,0.0,-26.166623718966303,0.0,1.1274520348925048,1.1692878057458933,0.8993991383896573,0.9096325454221507
fit:LGBCovPenalty:1fb838f7d6bfda88,forward_2025,standards_facing,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/reporting_preview/forward_2025/LGBCovPenalty/chunk_00/analysis/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/assess_run_predictions/1fb838f7d6bfda88.parquet,26641.0,10.0,0.9464364099783898,-28.407155342585,2665.0,2664.0,1.1810908902616515,0.9122352290603056,1.1621096472273593,1.2073857872672187,0.9059376703535383,0.9188972163110374,43.0,43.0,1290|1376,1290|1375,odd,even,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,25.697704394305294,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-28.407155342585,0.0,-28.407155342585,0.0,1.1620995999591857,1.2065659108511804,0.9058125007812932,0.9193235078190276
fit:LGBCovPenalty:1fb838f7d6bfda88,forward_2025,standards_facing,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,,1fb838f7d6bfda88,output/paper_v6_preselection_994/reporting_preview/forward_2025/LGBCovPenalty/chunk_00/analysis/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/assess_run_predictions/1fb838f7d6bfda88.parquet,26641.0,10.0,0.9464364099783898,-28.407155342585,2665.0,2664.0,1.1810908902616515,0.9122352290603056,1.1621096472273593,1.2073857872672187,0.9059376703535383,0.9188972163110374,43.0,43.0,1290|1376,1290|1375,odd,even,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,25.697704394305294,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-28.407155342585,0.0,-28.407155342585,0.0,1.1620995999591857,1.2065659108511804,0.9058125007812932,0.9193235078190276
fit:LGBMRegressor:252a25d9c0ce796b,fold_1,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,reference_cell,A,A-native,REFERENCE,,,,,,True,native_baseline,,252a25d9c0ce796b,output/p0_major_revision_validation/zero_reference_fits/cell=A/block=fold_1_train/eval_predictions.parquet,5209.0,10.0,0.9591811236028667,-32.35829915219271,521.0,520.0,1.2698149915051953,0.9594402941184164,1.2074168926352116,1.296616818630791,0.9459346120474849,0.9747089837801153,19.0,20.0,242|280,241|280,odd,even,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,24.2611018011907,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-32.35829915219271,0.0,-32.35829915219271,0.0,,,,
fit:LGBMRegressor:252a25d9c0ce796b,fold_2,descriptive,May-2026 Exposure Draft / proposed guidance; not adopted IAAO guidance.,IAAO Standard on Ratio Studies (2013) remains the adopted/current guidance.,e950e00d0c3684dd067734d401e5278dcf659f471fcfb0d6db65c7584f7c56b8,reference_cell,A,A-native,REFERENCE,,,,,,True,native_baseline,,252a25d9c0ce796b,output/p0_major_revision_validation/zero_reference_fits/cell=A/block=fold_2_train/eval_predictions.parquet,11197.0,10.0,0.9761076493307327,-28.31754944130983,1120.0,1119.0,1.2402258069326741,0.9638160407330367,1.218441064424605,1.280983972235892,0.9543658132753027,0.9697022648406787,29.0,28.0,532|589,532|588,even,odd,False,ED2 App. D.2 rank-based order statistic,0.9,10.0,step5_outside_pm10_escalate,a statistical test must be conducted; proceed to Step 6,ci_no_overlap_escalate,proceed to Step 7,25.482722090588467,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,False,-28.31754944130983,0.0,-28.31754944130983,0.0,,,,
