realization_key,display_kind,reference_cell,family,role_label,j,ext_target,target,rho,b,attained,match_mode,match_gap,max_achieved_dev_correction,evaluation,evaluation_role,weighting,n,n_unique,PRB,PRB_se_classical,PRB_se_hc1,PRB_se_cluster_rowid,n_clusters,PRB_t,PRB_df,PRB_p,PRB_ci_lo,PRB_ci_hi,iaao_2013_class,canonical_prb_fn,ols_minus_canonical,frozen_PRB_value,frozen_minus_recomputed,source
fit:LGBCovPenalty:1fb838f7d6bfda88,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,0.0,,fold_1,descriptive,none,5209.0,5209.0,-0.08356747768548556,0.004461269269433384,0.0057797305669463625,,,-18.731771753400412,5207.0,8.075436551792261e-76,-0.09231343776516497,-0.07482151760580615,outside_pm005_but_not_pm010,-0.08356747768542126,-6.429579091360438e-14,-0.0835674776854212,6.938893903907228e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=0/9d3e01b9e2dc2c03.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,0.0,,fold_1,descriptive,none,5209.0,5209.0,-0.08356747768548556,0.004461269269433384,0.0057797305669463625,,,-18.731771753400412,5207.0,8.075436551792261e-76,-0.09231343776516497,-0.07482151760580615,outside_pm005_but_not_pm010,-0.08356747768542126,-6.429579091360438e-14,-0.0835674776854212,6.938893903907228e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=0/9d3e01b9e2dc2c03.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,0.0,,fold_2,descriptive,none,11197.0,11197.0,-0.08101261751388955,0.0032095463063864034,0.0045465593716274184,,,-25.241143071433314,11195.0,9.053234811946197e-137,-0.08730389287081457,-0.07472134215696453,outside_pm005_but_not_pm010,-0.08101261751381583,-7.37188088351104e-14,-0.0810126175138157,1.3877787807814457e-16,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=1/f6d5990c8c05e8f7.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,0.0,,fold_2,descriptive,none,11197.0,11197.0,-0.08101261751388955,0.0032095463063864034,0.0045465593716274184,,,-25.241143071433314,11195.0,9.053234811946197e-137,-0.08730389287081457,-0.07472134215696453,outside_pm005_but_not_pm010,-0.08101261751381583,-7.37188088351104e-14,-0.0810126175138157,1.3877787807814457e-16,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=1/f6d5990c8c05e8f7.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,0.0,,fold_3,descriptive,none,16798.0,16798.0,-0.07963761736694197,0.002543619319661596,0.00372733402562229,,,-31.308779875731165,16796.0,3.4797167477111705e-209,-0.08462337891073685,-0.0746518558231471,outside_pm005_but_not_pm010,-0.07963761736713629,1.9431678488501802e-13,-0.0796376173671363,-1.3877787807814457e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=2/d86ad432fcd86ed4.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,0.0,,fold_3,descriptive,none,16798.0,16798.0,-0.07963761736694197,0.002543619319661596,0.00372733402562229,,,-31.308779875731165,16796.0,3.4797167477111705e-209,-0.08462337891073685,-0.0746518558231471,outside_pm005_but_not_pm010,-0.07963761736713629,1.9431678488501802e-13,-0.0796376173671363,-1.3877787807814457e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=2/d86ad432fcd86ed4.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,0.0,,fold_4,descriptive,none,22323.0,22323.0,-0.07170692151158486,0.002502039042214222,0.0035807393437017913,,,-28.65939351934597,22321.0,1.990452471198553e-177,-0.07661109385260087,-0.06680274917056886,outside_pm005_but_not_pm010,-0.07170692151163814,5.32768273941997e-14,-0.0717069215116381,4.163336342344337e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=3/14ac898e55a1912f.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,0.0,,fold_4,descriptive,none,22323.0,22323.0,-0.07170692151158486,0.002502039042214222,0.0035807393437017913,,,-28.65939351934597,22321.0,1.990452471198553e-177,-0.07661109385260087,-0.06680274917056886,outside_pm005_but_not_pm010,-0.07170692151163814,5.32768273941997e-14,-0.0717069215116381,4.163336342344337e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=3/14ac898e55a1912f.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,0.0,,fold_5,descriptive,none,28053.0,28053.0,-0.07960390521557192,0.002089178294239928,0.003066442110250987,,,-38.1029735159741,28051.0,9.0538672629374e-310,-0.08369879611873056,-0.07550901431241329,outside_pm005_but_not_pm010,-0.0796039052150491,-5.22817900083794e-13,-0.0796039052150491,0.0,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=4/7ecaa45076f922f6.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,0.0,,fold_5,descriptive,none,28053.0,28053.0,-0.07960390521557192,0.002089178294239928,0.003066442110250987,,,-38.1029735159741,28051.0,9.0538672629374e-310,-0.08369879611873056,-0.07550901431241329,outside_pm005_but_not_pm010,-0.0796039052150491,-5.22817900083794e-13,-0.0796039052150491,0.0,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=4/7ecaa45076f922f6.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,0.0,,fold_6,descriptive,none,33113.0,33113.0,-0.10569130885183076,0.0020129046113831523,0.0028380464208480755,,,-52.50686408791412,33111.0,0.0,-0.1096366736162343,-0.10174594408742721,outside_pm010,-0.10569130885259873,7.679690217088364e-13,-0.1056913088525988,-6.938893903907228e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=5/acebdcec841654f9.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,0.0,,fold_6,descriptive,none,33113.0,33113.0,-0.10569130885183076,0.0020129046113831523,0.0028380464208480755,,,-52.50686408791412,33111.0,0.0,-0.1096366736162343,-0.10174594408742721,outside_pm010,-0.10569130885259873,7.679690217088364e-13,-0.1056913088525988,-6.938893903907228e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=5/acebdcec841654f9.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,0.0,,fold_7,descriptive,none,34460.0,34460.0,-0.1064099731642596,0.0020173361913299434,0.002788941264681766,,,-52.74776391837201,34458.0,0.0,-0.11036401833287952,-0.10245592799563967,outside_pm010,-0.10640997316475023,4.906353101574723e-13,-0.1064099731647502,2.7755575615628914e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=6/beb6c55f24e1f372.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,0.0,,fold_7,descriptive,none,34460.0,34460.0,-0.1064099731642596,0.0020173361913299434,0.002788941264681766,,,-52.74776391837201,34458.0,0.0,-0.11036401833287952,-0.10245592799563967,outside_pm010,-0.10640997316475023,4.906353101574723e-13,-0.1064099731647502,2.7755575615628914e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=6/beb6c55f24e1f372.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,0.0,,pooled_oof,sensitivity,D3_row_balanced,151153.0,130165.0,-0.0850626586552723,0.0009019715605247665,0.001346607437459024,0.001393089488061862,130165.0,-94.30747307130493,151151.0,0.0,-0.08683050458527444,-0.08329481272527015,outside_pm005_but_not_pm010,-0.08744183595858873,0.0023791773033164376,,,concatenated fold_1..fold_7 (D3 row-balanced)
fit:LGBCovPenalty:1fb838f7d6bfda88,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,0.0,,pooled_oof,sensitivity,D3_row_balanced,151153.0,130165.0,-0.0850626586552723,0.0009019715605247665,0.001346607437459024,0.001393089488061862,130165.0,-94.30747307130493,151151.0,0.0,-0.08683050458527444,-0.08329481272527015,outside_pm005_but_not_pm010,-0.08744183595858873,0.0023791773033164376,,,concatenated fold_1..fold_7 (D3 row-balanced)
fit:LGBCovPenalty:1fb838f7d6bfda88,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,0.0,,heldout,standards_facing,none,38290.0,38290.0,-0.08844853462143876,0.0022231797844195376,0.002856431891927831,,,-39.78469723470083,38288.0,0.0,-0.09280602467946658,-0.08409104456341093,outside_pm005_but_not_pm010,-0.08844853462167883,2.400718512873823e-13,-0.0884485346216789,-6.938893903907228e-17,output/paper_v6_preselection_994/reporting_preview/heldout/LGBCovPenalty/chunk_00/analysis/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/test_run_predictions/1fb838f7d6bfda88.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,0.0,,heldout,standards_facing,none,38290.0,38290.0,-0.08844853462143876,0.0022231797844195376,0.002856431891927831,,,-39.78469723470083,38288.0,0.0,-0.09280602467946658,-0.08409104456341093,outside_pm005_but_not_pm010,-0.08844853462167883,2.400718512873823e-13,-0.0884485346216789,-6.938893903907228e-17,output/paper_v6_preselection_994/reporting_preview/heldout/LGBCovPenalty/chunk_00/analysis/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/test_run_predictions/1fb838f7d6bfda88.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,reference_cell,C,Direct,REFERENCE,,,,0.0,,True,exact_anchor,0.0,,forward_2025,standards_facing,none,26641.0,26641.0,-0.10284065713713675,0.0024803994322560195,0.0031832499056674165,,,-41.461329090693745,26639.0,0.0,-0.10770237158742511,-0.09797894268684838,outside_pm005_but_not_pm010,-0.1028406571371094,-2.7353119769202294e-14,-0.102840657137109,3.885780586188048e-16,output/paper_v6_preselection_994/reporting_preview/forward_2025/LGBCovPenalty/chunk_00/analysis/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/assess_run_predictions/1fb838f7d6bfda88.parquet
fit:LGBCovPenalty:1fb838f7d6bfda88,matched_beta_core,,Direct,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,exact_anchor,0.0,,forward_2025,standards_facing,none,26641.0,26641.0,-0.10284065713713675,0.0024803994322560195,0.0031832499056674165,,,-41.461329090693745,26639.0,0.0,-0.10770237158742511,-0.09797894268684838,outside_pm005_but_not_pm010,-0.1028406571371094,-2.7353119769202294e-14,-0.102840657137109,3.885780586188048e-16,output/paper_v6_preselection_994/reporting_preview/forward_2025/LGBCovPenalty/chunk_00/analysis/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/assess_run_predictions/1fb838f7d6bfda88.parquet
fit:LGBMRegressor:252a25d9c0ce796b,reference_cell,A,A-native,REFERENCE,,,,,,True,native_baseline,,,fold_1,descriptive,none,5209.0,5209.0,-0.08491012901241435,0.004470067781245446,0.005795437581292906,,,-18.99526655248095,5207.0,7.602770482717243e-78,-0.09367333786781687,-0.07614692015701183,outside_pm005_but_not_pm010,-0.08491012901249288,7.853440120442201e-14,-0.0849101290124928,8.326672684688674e-17,output/p0_major_revision_validation/zero_reference_fits/cell=A/block=fold_1_train/eval_predictions.parquet
fit:LGBMRegressor:252a25d9c0ce796b,reference_cell,A,A-native,REFERENCE,,,,,,True,native_baseline,,,fold_2,descriptive,none,11197.0,11197.0,-0.07760672815978675,0.003138991895773942,0.00445453804650123,,,-24.723456044684127,11195.0,1.9293572087417747e-131,-0.08375970446057249,-0.07145375185900102,outside_pm005_but_not_pm010,-0.077606728159799,1.2240208846492351e-14,-0.0776067281597991,-1.1102230246251565e-16,output/p0_major_revision_validation/zero_reference_fits/cell=A/block=fold_2_train/eval_predictions.parquet
fit:LGBMRegressor:252a25d9c0ce796b,reference_cell,A,A-native,REFERENCE,,,,,,True,native_baseline,,,fold_3,descriptive,none,16798.0,16798.0,-0.0783542156209428,0.0025172552641468077,0.003677725694020575,,,-31.1268454721059,16796.0,7.503692841240168e-207,-0.0832883008415127,-0.0734201304003729,outside_pm005_but_not_pm010,-0.07835421562092916,-1.3641865415081611e-14,-0.0783542156209292,-4.163336342344337e-17,output/p0_major_revision_validation/zero_reference_fits/cell=A/block=fold_3_train/eval_predictions.parquet
fit:LGBMRegressor:252a25d9c0ce796b,reference_cell,A,A-native,REFERENCE,,,,,,True,native_baseline,,,fold_4,descriptive,none,22323.0,22323.0,-0.07093137486299317,0.002473396437499849,0.003575338377636217,,,-28.677721770591617,22321.0,1.1983705976303193e-177,-0.07577940568605326,-0.06608334403993307,outside_pm005_but_not_pm010,-0.07093137486308398,9.08162434143378e-14,-0.0709313748630841,-1.1102230246251565e-16,output/p0_major_revision_validation/zero_reference_fits/cell=A/block=fold_4_train/eval_predictions.parquet
fit:LGBMRegressor:252a25d9c0ce796b,reference_cell,A,A-native,REFERENCE,,,,,,True,native_baseline,,,fold_5,descriptive,none,28053.0,28053.0,-0.08205326852981787,0.0020917354028497067,0.003082304885354885,,,-39.22736519066005,28051.0,0.0,-0.0861531714900199,-0.07795336556961584,outside_pm005_but_not_pm010,-0.08205326852975604,-6.18255446838134e-14,-0.0820532685297557,3.469446951953614e-16,output/p0_major_revision_validation/zero_reference_fits/cell=A/block=fold_5_train/eval_predictions.parquet
fit:LGBMRegressor:252a25d9c0ce796b,reference_cell,A,A-native,REFERENCE,,,,,,True,native_baseline,,,fold_6,descriptive,none,33113.0,33113.0,-0.1058349090424009,0.002011290666741901,0.0028461967428594836,,,-52.620394850160245,33111.0,0.0,-0.1097771104177977,-0.10189270766700409,outside_pm010,-0.10583490904249739,9.649225862773392e-14,-0.1058349090424971,2.914335439641036e-16,output/p0_major_revision_validation/zero_reference_fits/cell=A/block=fold_6_train/eval_predictions.parquet
fit:LGBMRegressor:252a25d9c0ce796b,reference_cell,A,A-native,REFERENCE,,,,,,True,native_baseline,,,fold_7,descriptive,none,34460.0,34460.0,-0.10755519863306162,0.0020221774817930347,0.002806196942117887,,,-53.1878134345033,34458.0,0.0,-0.11151873288993949,-0.10359166437618375,outside_pm010,-0.1075551986320177,-1.043914954479419e-12,-0.1075551986320181,-3.885780586188048e-16,output/p0_major_revision_validation/zero_reference_fits/cell=A/block=fold_7_train/eval_predictions.parquet
fit:LGBMRegressor:252a25d9c0ce796b,reference_cell,A,A-native,REFERENCE,,,,,,True,native_baseline,,,pooled_oof,sensitivity,D3_row_balanced,151153.0,130165.0,-0.0851688493318763,0.0008975471327339528,0.0013415972985322828,0.0013886415058188407,130165.0,-94.89067061297347,151151.0,0.0,-0.08692802347331559,-0.083409675190437,outside_pm005_but_not_pm010,-0.0876267088034166,0.0024578594715402996,,,concatenated fold_1..fold_7 (D3 row-balanced)
fit:LGBMRegressor:252a25d9c0ce796b,reference_cell,A,A-native,REFERENCE,,,,,,True,native_baseline,,,heldout,standards_facing,none,38290.0,38290.0,-0.09075887661004423,0.002236987937309529,0.0028670844528540743,,,-40.57191149595637,38288.0,0.0,-0.09514343100598999,-0.08637432221409846,outside_pm005_but_not_pm010,-0.09075887661084052,7.962935866245857e-13,-0.0907588766108409,-3.7470027081099033e-16,output/paper_v6_preselection_994/baseline_reporting/analysis/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/test_run_predictions/252a25d9c0ce796b.parquet
fit:LGBMRegressor:252a25d9c0ce796b,reference_cell,A,A-native,REFERENCE,,,,,,True,native_baseline,,,forward_2025,standards_facing,none,26641.0,26641.0,-0.10604403342505853,0.0024907307711830987,0.0031899005189347353,,,-42.57547007968571,26639.0,0.0,-0.11092599784762935,-0.1011620690024877,outside_pm010,-0.10604403342499173,-6.679379271901098e-14,-0.1060440334249918,-6.938893903907228e-17,output/paper_v6_preselection_994/baseline_reporting/analysis/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/assess_run_predictions/252a25d9c0ce796b.parquet
fit:LGBSmoothPenalty:5b7875e55e58ac62,matched_beta_core,,Surrogate,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,nearest_fitted,0.0,,fold_1,descriptive,none,5209.0,5209.0,-0.08356747768548556,0.004461269269433384,0.0057797305669463625,,,-18.731771753400412,5207.0,8.075436551792261e-76,-0.09231343776516497,-0.07482151760580615,outside_pm005_but_not_pm010,-0.08356747768542126,-6.429579091360438e-14,-0.0835674776854212,6.938893903907228e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=0/68ad5546505ffc75.parquet
fit:LGBSmoothPenalty:5b7875e55e58ac62,matched_beta_core,,Surrogate,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,nearest_fitted,0.0,,fold_2,descriptive,none,11197.0,11197.0,-0.08101261751388955,0.0032095463063864034,0.0045465593716274184,,,-25.241143071433314,11195.0,9.053234811946197e-137,-0.08730389287081457,-0.07472134215696453,outside_pm005_but_not_pm010,-0.08101261751381583,-7.37188088351104e-14,-0.0810126175138157,1.3877787807814457e-16,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=1/0ddf4e1351f7857e.parquet
fit:LGBSmoothPenalty:5b7875e55e58ac62,matched_beta_core,,Surrogate,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,nearest_fitted,0.0,,fold_3,descriptive,none,16798.0,16798.0,-0.07963761736694197,0.002543619319661596,0.00372733402562229,,,-31.308779875731165,16796.0,3.4797167477111705e-209,-0.08462337891073685,-0.0746518558231471,outside_pm005_but_not_pm010,-0.07963761736713629,1.9431678488501802e-13,-0.0796376173671363,-1.3877787807814457e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=2/4c935ab0fdbf248a.parquet
fit:LGBSmoothPenalty:5b7875e55e58ac62,matched_beta_core,,Surrogate,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,nearest_fitted,0.0,,fold_4,descriptive,none,22323.0,22323.0,-0.07170692151158486,0.002502039042214222,0.0035807393437017913,,,-28.65939351934597,22321.0,1.990452471198553e-177,-0.07661109385260087,-0.06680274917056886,outside_pm005_but_not_pm010,-0.07170692151163814,5.32768273941997e-14,-0.0717069215116381,4.163336342344337e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=3/835dea447a3113f3.parquet
fit:LGBSmoothPenalty:5b7875e55e58ac62,matched_beta_core,,Surrogate,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,nearest_fitted,0.0,,fold_5,descriptive,none,28053.0,28053.0,-0.07960390521557192,0.002089178294239928,0.003066442110250987,,,-38.1029735159741,28051.0,9.0538672629374e-310,-0.08369879611873056,-0.07550901431241329,outside_pm005_but_not_pm010,-0.0796039052150491,-5.22817900083794e-13,-0.0796039052150491,0.0,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=4/58b141aef8294b64.parquet
fit:LGBSmoothPenalty:5b7875e55e58ac62,matched_beta_core,,Surrogate,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,nearest_fitted,0.0,,fold_6,descriptive,none,33113.0,33113.0,-0.10569130885183076,0.0020129046113831523,0.0028380464208480755,,,-52.50686408791412,33111.0,0.0,-0.1096366736162343,-0.10174594408742721,outside_pm010,-0.10569130885259873,7.679690217088364e-13,-0.1056913088525988,-6.938893903907228e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=5/936d090e3385518f.parquet
fit:LGBSmoothPenalty:5b7875e55e58ac62,matched_beta_core,,Surrogate,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,nearest_fitted,0.0,,fold_7,descriptive,none,34460.0,34460.0,-0.1064099731642596,0.0020173361913299434,0.002788941264681766,,,-52.74776391837201,34458.0,0.0,-0.11036401833287952,-0.10245592799563967,outside_pm010,-0.10640997316475023,4.906353101574723e-13,-0.1064099731647502,2.7755575615628914e-17,output/paper_v6_preselection_994/predictions/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/fold_id=6/15f5ac8f8783340e.parquet
fit:LGBSmoothPenalty:5b7875e55e58ac62,matched_beta_core,,Surrogate,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,nearest_fitted,0.0,,pooled_oof,sensitivity,D3_row_balanced,151153.0,130165.0,-0.0850626586552723,0.0009019715605247665,0.001346607437459024,0.001393089488061862,130165.0,-94.30747307130493,151151.0,0.0,-0.08683050458527444,-0.08329481272527015,outside_pm005_but_not_pm010,-0.08744183595858873,0.0023791773033164376,,,concatenated fold_1..fold_7 (D3 row-balanced)
fit:LGBSmoothPenalty:5b7875e55e58ac62,matched_beta_core,,Surrogate,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,nearest_fitted,0.0,,heldout,standards_facing,none,38290.0,38290.0,-0.08844853462143876,0.0022231797844195376,0.002856431891927831,,,-39.78469723470083,38288.0,0.0,-0.09280602467946658,-0.08409104456341093,outside_pm005_but_not_pm010,-0.08844853462167883,2.400718512873823e-13,-0.0884485346216789,-6.938893903907228e-17,output/paper_v6_preselection_994/reporting_preview/heldout/LGBSmoothPenalty/chunk_00/analysis/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/test_run_predictions/5b7875e55e58ac62.parquet
fit:LGBSmoothPenalty:5b7875e55e58ac62,matched_beta_core,,Surrogate,PRIMARY,0.0,,-0.1382712285432577,0.0,,True,nearest_fitted,0.0,,forward_2025,standards_facing,none,26641.0,26641.0,-0.10284065713713675,0.0024803994322560195,0.0031832499056674165,,,-41.461329090693745,26639.0,0.0,-0.10770237158742511,-0.09797894268684838,outside_pm005_but_not_pm010,-0.1028406571371094,-2.7353119769202294e-14,-0.102840657137109,3.885780586188048e-16,output/paper_v6_preselection_994/reporting_preview/forward_2025/LGBSmoothPenalty/chunk_00/analysis/data_id=d4929d43ec19badf/split_id=3d464d4a611b131b/assess_run_predictions/5b7875e55e58ac62.parquet
posthoc:C:b=1.0000000000000002,matched_beta_core,,C-posthoc,PRIMARY,0.0,,-0.1382712285432577,,1.0000000000000002,True,exact_posthoc_solve,1.3877787807814457e-16,,fold_1,descriptive,none,5209.0,5209.0,-0.08356747768548556,0.004461269269433384,0.0057797305669463625,,,-18.731771753400412,5207.0,8.075436551792261e-76,-0.09231343776516497,-0.07482151760580615,outside_pm005_but_not_pm010,-0.08356747768542126,-6.429579091360438e-14,,,output/p0_major_revision_validation/zero_reference_fits/cell=C/block=fold_1_train/eval_predictions.parquet
posthoc:C:b=1.0000000000000002,matched_beta_core,,C-posthoc,PRIMARY,0.0,,-0.1382712285432577,,1.0000000000000002,True,exact_posthoc_solve,1.3877787807814457e-16,,fold_2,descriptive,none,11197.0,11197.0,-0.08101261751388955,0.0032095463063864034,0.0045465593716274184,,,-25.241143071433314,11195.0,9.053234811946197e-137,-0.08730389287081457,-0.07472134215696453,outside_pm005_but_not_pm010,-0.08101261751381583,-7.37188088351104e-14,,,output/p0_major_revision_validation/zero_reference_fits/cell=C/block=fold_2_train/eval_predictions.parquet
posthoc:C:b=1.0000000000000002,matched_beta_core,,C-posthoc,PRIMARY,0.0,,-0.1382712285432577,,1.0000000000000002,True,exact_posthoc_solve,1.3877787807814457e-16,,fold_3,descriptive,none,16798.0,16798.0,-0.07963761736694197,0.002543619319661596,0.00372733402562229,,,-31.308779875731165,16796.0,3.4797167477111705e-209,-0.08462337891073685,-0.0746518558231471,outside_pm005_but_not_pm010,-0.07963761736713629,1.9431678488501802e-13,,,output/p0_major_revision_validation/zero_reference_fits/cell=C/block=fold_3_train/eval_predictions.parquet
posthoc:C:b=1.0000000000000002,matched_beta_core,,C-posthoc,PRIMARY,0.0,,-0.1382712285432577,,1.0000000000000002,True,exact_posthoc_solve,1.3877787807814457e-16,,fold_4,descriptive,none,22323.0,22323.0,-0.07170692151158486,0.002502039042214222,0.0035807393437017913,,,-28.65939351934597,22321.0,1.990452471198553e-177,-0.07661109385260087,-0.06680274917056886,outside_pm005_but_not_pm010,-0.07170692151163814,5.32768273941997e-14,,,output/p0_major_revision_validation/zero_reference_fits/cell=C/block=fold_4_train/eval_predictions.parquet
posthoc:C:b=1.0000000000000002,matched_beta_core,,C-posthoc,PRIMARY,0.0,,-0.1382712285432577,,1.0000000000000002,True,exact_posthoc_solve,1.3877787807814457e-16,,fold_5,descriptive,none,28053.0,28053.0,-0.07960390521557192,0.002089178294239928,0.003066442110250987,,,-38.1029735159741,28051.0,9.0538672629374e-310,-0.08369879611873056,-0.07550901431241329,outside_pm005_but_not_pm010,-0.0796039052150491,-5.22817900083794e-13,,,output/p0_major_revision_validation/zero_reference_fits/cell=C/block=fold_5_train/eval_predictions.parquet
posthoc:C:b=1.0000000000000002,matched_beta_core,,C-posthoc,PRIMARY,0.0,,-0.1382712285432577,,1.0000000000000002,True,exact_posthoc_solve,1.3877787807814457e-16,,fold_6,descriptive,none,33113.0,33113.0,-0.10569130885183076,0.0020129046113831523,0.0028380464208480755,,,-52.50686408791412,33111.0,0.0,-0.1096366736162343,-0.10174594408742721,outside_pm010,-0.10569130885259873,7.679690217088364e-13,,,output/p0_major_revision_validation/zero_reference_fits/cell=C/block=fold_6_train/eval_predictions.parquet
posthoc:C:b=1.0000000000000002,matched_beta_core,,C-posthoc,PRIMARY,0.0,,-0.1382712285432577,,1.0000000000000002,True,exact_posthoc_solve,1.3877787807814457e-16,,fold_7,descriptive,none,34460.0,34460.0,-0.1064099731642596,0.0020173361913299434,0.002788941264681766,,,-52.74776391837201,34458.0,0.0,-0.11036401833287952,-0.10245592799563967,outside_pm010,-0.10640997316475023,4.906353101574723e-13,,,output/p0_major_revision_validation/zero_reference_fits/cell=C/block=fold_7_train/eval_predictions.parquet
posthoc:C:b=1.0000000000000002,matched_beta_core,,C-posthoc,PRIMARY,0.0,,-0.1382712285432577,,1.0000000000000002,True,exact_posthoc_solve,1.3877787807814457e-16,,pooled_oof,sensitivity,D3_row_balanced,151153.0,130165.0,-0.0850626586552723,0.0009019715605247665,0.001346607437459024,0.001393089488061862,130165.0,-94.30747307130493,151151.0,0.0,-0.08683050458527444,-0.08329481272527015,outside_pm005_but_not_pm010,-0.08744183595858873,0.0023791773033164376,,,concatenated fold_1..fold_7 (D3 row-balanced)
